ID,Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-24 00:00:00,0,0,0,0,0,0,0,29,11,0,0,0,0,5,7,2,14,39,2,0,12,3,13,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-25 00:00:00,0,0,0,0,0,0,0,17,0,4,31,15,0,1,7,6,0,2,0,0,8,4,15,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-27 00:00:00,0,0,0,0,0,0,12,10,1,0,0,17,7,5,7,3,9,0,0,2,4,0,15,7
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-30 00:00:00,0,0,0,0,0,5,0,10,15,9,26,4,0,11,17,0,7,0,0,5,10,4,12,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-31 00:00:00,0,0,0,0,0,0,1,17,2,0,8,0,0,13,27,0,4,3,16,0,6,3,4,8
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-01 00:00:00,0,0,0,0,1,0,0,13,13,18,8,0,0,5,12,2,4,2,11,0,0,7,0,13
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-02 00:00:00,0,0,0,0,0,0,0,16,5,0,8,3,38,14,41,0,5,0,17,57,9,0,23,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-03 00:00:00,0,0,0,0,0,0,10,26,6,0,0,3,0,12,5,0,7,13,3,5,1,7,6,7
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-06 00:00:00,0,0,0,0,0,0,0,16,8,15,10,9,0,6,14,2,7,0,2,3,3,3,11,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-07 00:00:00,1,0,0,0,0,0,0,10,14,6,8,0,2,5,22,0,25,1,8,5,4,1,10,4
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-08 00:00:00,0,0,0,0,0,0,0,24,32,5,8,0,8,3,11,0,7,0,4,1,4,3,6,6
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-09 00:00:00,0,0,0,0,0,0,0,10,20,1,0,10,1,18,27,2,4,3,4,3,12,0,14,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-10 00:00:00,0,0,0,0,0,0,0,10,22,6,0,0,0,10,12,0,13,1,47,24,4,0,11,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-13 00:00:00,0,0,0,0,0,0,0,15,5,0,5,3,2,1,33,0,12,0,2,4,6,0,18,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-14 00:00:00,0,0,0,0,1,0,0,20,8,5,0,23,22,18,20,12,5,0,0,0,21,13,10,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-15 00:00:00,0,0,0,0,1,0,0,14,11,0,0,5,0,5,12,3,5,5,3,0,4,4,0,13
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-16 00:00:00,0,0,0,0,0,0,0,15,16,4,0,4,5,5,27,2,14,3,0,0,0,6,16,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-17 00:00:00,0,0,0,0,0,0,0,15,11,0,3,1,0,12,21,24,23,0,1,22,41,2,13,5
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-20 00:00:00,0,0,0,0,0,0,0,40,17,7,0,6,0,5,7,6,4,0,3,6,5,0,5,8
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-21 00:00:00,0,0,0,0,0,0,0,20,6,4,0,9,0,5,38,9,0,0,0,0,10,3,14,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-22 00:00:00,0,0,0,0,0,0,0,18,22,9,0,10,0,17,19,34,4,0,12,5,2,3,16,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-23 00:00:00,0,0,0,0,0,0,0,15,3,0,8,0,0,10,27,0,7,6,0,13,53,1,14,5
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-24 00:00:00,0,0,0,0,0,0,28,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-02-27 00:00:00,0,0,0,0,0,0,0,20,3,0,7,2,6,3,14,0,6,3,0,4,7,4,9,8
